"COLLEGE","INCOME","OVERAGE","LEFTOVER","HOUSE","HANDSET_PRICE","OVER_15MINS_CALLS_PER_MONTH","AVERAGE_CALL_DURATION","REPORTED_SATISFACTION","REPORTED_USAGE_LEVEL","CONSIDERING_CHANGE_OF_PLAN","LEAVE","ID"
"one",139573,64,21,212836,756,4,4,"very_sat","very_high","no","STAY",19753
"one",35327,39,0,678806,148,3,12,"very_sat","very_little","no","LEAVE",6062
"one",75947,0,0,721881,393,1,14,"unsat","very_little","considering","STAY",4115
"one",117072,190,79,252409,673,25,2,"very_sat","very_little","considering","LEAVE",11762
"one",65942,0,11,389027,234,0,1,"avg","avg","considering","STAY",11932
"one",53488,192,18,366078,295,19,4,"avg","high","no","STAY",5075
"one",129679,220,12,723325,684,22,1,"unsat","very_high","no","LEAVE",18523
"zero",24714,0,0,546319,170,0,10,"very_sat","little","considering","STAY",18737
"one",129738,0,14,906958,583,1,6,"very_unsat","very_high","no","STAY",11618
"zero",101141,0,74,545687,779,0,1,"unsat","avg","actively_looking_into_it","STAY",4291
"zero",41294,0,10,895449,188,1,5,"very_sat","high","never_thought","STAY",12876
"one",39706,149,53,251980,177,24,2,"very_unsat","little","perhaps","LEAVE",10652
"zero",93712,57,0,790653,292,3,12,"very_unsat","little","no","LEAVE",9708
"one",67450,0,54,585377,373,1,2,"very_unsat","little","actively_looking_into_it","LEAVE",11668
"one",88364,228,50,463393,313,14,1,"very_unsat","little","no","LEAVE",5183
"one",30907,0,0,391225,140,1,14,"very_unsat","little","no","LEAVE",7239
"one",116940,0,0,298678,428,1,8,"very_sat","little","considering","LEAVE",16426
"zero",42097,167,48,596052,207,12,1,"very_sat","very_little","perhaps","LEAVE",16627
"zero",28162,0,84,442374,154,1,1,"very_unsat","very_little","considering","STAY",251
"one",127748,0,64,871997,230,0,2,"very_unsat","very_high","considering","LEAVE",7986
"one",53803,0,0,255701,311,0,9,"unsat","very_high","no","STAY",16554
"zero",67277,70,62,917922,328,4,9,"very_unsat","little","no","LEAVE",3871
"one",37259,0,0,846991,134,0,13,"very_unsat","very_little","perhaps","STAY",18239
"zero",31953,188,19,689675,208,10,5,"very_sat","very_high","considering","STAY",17482
"one",38253,158,51,650613,177,10,2,"very_sat","very_little","considering","STAY",9745
"zero",42197,0,26,447519,227,1,1,"very_sat","very_high","considering","LEAVE",18927
"zero",120996,188,0,282172,395,20,8,"avg","very_high","no","LEAVE",1385
"one",125916,44,68,259653,416,3,12,"very_unsat","little","considering","LEAVE",4020
"one",22221,0,0,180564,238,1,11,"very_unsat","high","actively_looking_into_it","STAY",757
"zero",119676,59,64,453144,552,5,2,"very_sat","very_high","considering","LEAVE",3606
"zero",99884,74,15,373022,268,5,4,"avg","very_little","actively_looking_into_it","STAY",15764
"one",41058,0,0,226858,134,1,9,"unsat","very_little","considering","STAY",12442
"zero",101097,57,19,897889,641,20,6,"avg","very_high","considering","STAY",10203
"one",76840,39,20,201608,298,4,4,"unsat","very_little","no","STAY",7226
"one",129919,55,0,510797,699,4,13,"unsat","very_little","never_thought","STAY",19584
"one",56479,0,53,732264,371,1,1,"unsat","very_little","actively_looking_into_it","LEAVE",18854
"zero",31187,43,65,189614,234,3,1,"very_sat","little","considering","STAY",13740
"zero",130685,221,33,492918,446,26,1,"very_unsat","high","never_thought","LEAVE",768
"zero",44607,242,85,629610,238,19,6,"very_sat","very_high","considering","LEAVE",11219
"one",22764,0,30,350818,204,1,2,"unsat","very_high","actively_looking_into_it","STAY",17551
"zero",41997,39,7,435281,240,3,5,"unsat","little","actively_looking_into_it","LEAVE",18986
"zero",143301,53,0,318715,779,3,12,"very_unsat","high","no","LEAVE",6927
"one",32732,0,0,255165,301,1,10,"avg","very_high","considering","LEAVE",5399
"zero",52197,0,15,621101,255,1,11,"unsat","little","considering","STAY",1225
"one",108065,0,33,158180,734,1,2,"very_sat","little","actively_looking_into_it","LEAVE",12469
"one",143960,231,14,291334,813,24,4,"very_unsat","very_little","considering","LEAVE",18010
"one",55147,187,57,454246,274,22,1,"unsat","little","never_thought","LEAVE",15916
"one",59050,133,61,306886,352,21,2,"very_unsat","little","never_thought","STAY",18678
"one",25080,0,0,456647,238,1,8,"unsat","little","considering","STAY",7914
"one",32694,221,0,188039,187,23,9,"very_sat","very_little","actively_looking_into_it","LEAVE",6932
"zero",68147,225,82,831316,305,15,2,"unsat","very_little","considering","STAY",5110
"zero",46441,0,0,508009,200,1,15,"very_unsat","very_little","no","LEAVE",15203
"one",136869,194,10,217202,778,20,6,"unsat","little","considering","LEAVE",11585
"zero",36507,53,26,379453,201,27,1,"avg","avg","considering","STAY",8248
"one",129527,75,11,173599,858,4,4,"avg","very_little","considering","STAY",13535
"one",78353,0,89,777993,340,0,1,"very_unsat","little","considering","STAY",6778
"zero",131121,0,86,454841,439,0,1,"unsat","very_high","considering","LEAVE",6205
"zero",137122,0,29,254370,895,0,1,"avg","very_little","considering","LEAVE",7660
"one",113485,62,24,952516,480,4,5,"unsat","very_high","considering","LEAVE",14461
"one",24517,164,47,501532,231,20,2,"unsat","high","no","LEAVE",15266
"one",124613,209,0,238028,599,16,15,"very_sat","little","considering","LEAVE",18482
"one",32457,0,24,238016,278,0,6,"very_sat","very_high","considering","STAY",17513
"one",42768,0,18,929228,130,4,5,"unsat","little","no","LEAVE",7504
"one",68659,180,7,219246,303,19,6,"sat","little","considering","LEAVE",4045
"zero",61968,0,60,334448,298,1,1,"very_sat","little","never_thought","STAY",4752
"zero",117204,0,0,749266,398,0,11,"very_unsat","little","actively_looking_into_it","LEAVE",464
"zero",125172,153,32,384837,583,4,1,"avg","little","considering","LEAVE",2344
"zero",83840,209,47,973774,278,24,5,"very_unsat","very_high","considering","STAY",9987
"zero",111165,271,0,173619,157,12,15,"very_sat","high","considering","LEAVE",4253
"one",52283,78,17,319088,279,5,4,"very_unsat","little","perhaps","STAY",6670
"zero",48136,60,8,214582,177,5,15,"very_sat","little","considering","STAY",13195
"one",74370,44,14,446770,317,5,2,"unsat","little","considering","LEAVE",18184
"one",36951,55,70,596417,226,15,1,"sat","high","considering","STAY",2727
"zero",48779,221,0,984262,131,19,15,"avg","high","actively_looking_into_it","STAY",2463
"one",44002,0,79,610722,203,1,2,"unsat","little","considering","STAY",18092
"zero",78847,0,0,523309,146,0,9,"unsat","very_little","considering","LEAVE",19230
"one",48025,214,16,482088,199,11,6,"very_unsat","very_little","considering","STAY",2086
"one",123268,153,26,282520,824,16,1,"avg","little","considering","STAY",6082
"one",45806,79,0,746182,260,3,11,"avg","very_high","considering","STAY",4683
"one",57583,184,78,187041,314,12,1,"avg","very_high","considering","LEAVE",5481
"zero",130522,71,0,211856,474,4,9,"very_unsat","little","perhaps","STAY",11001
"zero",124035,227,0,262871,501,13,14,"very_sat","little","no","LEAVE",5869
"zero",74800,153,0,304108,347,15,13,"very_sat","very_high","actively_looking_into_it","LEAVE",15147
"zero",153643,0,83,652377,861,0,1,"very_sat","very_high","considering","STAY",15570
"one",49515,56,7,152306,238,0,5,"very_sat","little","perhaps","STAY",18995
"zero",139208,30,13,619840,583,3,6,"very_sat","very_high","considering","STAY",15517
"zero",66114,62,81,172958,377,3,1,"very_unsat","very_high","never_thought","LEAVE",19402
"zero",61618,187,35,801735,388,12,1,"avg","little","considering","STAY",62
"one",44466,0,78,211623,315,0,11,"very_unsat","high","perhaps","STAY",3704
"one",66844,167,11,280586,379,14,13,"avg","little","never_thought","LEAVE",16359
"one",79644,173,8,730144,335,26,4,"very_unsat","little","considering","STAY",2354
"one",31864,0,20,898603,160,1,4,"unsat","very_high","considering","STAY",5196
"zero",100870,237,0,215082,561,11,15,"very_sat","little","actively_looking_into_it","LEAVE",15678
"one",82501,70,86,264367,353,3,4,"very_sat","high","perhaps","LEAVE",7409
"one",81630,0,20,469753,329,1,4,"very_unsat","little","actively_looking_into_it","STAY",4143
"one",136925,66,75,878029,892,19,2,"very_unsat","little","actively_looking_into_it","STAY",19791
"one",126170,0,14,256305,634,3,4,"avg","very_little","no","STAY",17169
"one",34518,172,82,213318,256,17,2,"very_unsat","very_little","considering","LEAVE",11283
"zero",34175,52,7,429282,203,1,6,"avg","little","considering","LEAVE",19068
"one",37121,54,0,196389,169,11,12,"very_sat","little","perhaps","LEAVE",19563
"zero",26616,0,37,546160,191,3,2,"very_sat","very_little","no","STAY",7190
"one",91534,262,69,592050,267,11,1,"very_unsat","little","actively_looking_into_it","LEAVE",2705
"one",118263,48,5,556556,725,5,5,"unsat","very_little","no","STAY",13769
"one",48829,0,58,259676,168,1,2,"very_unsat","little","considering","STAY",1891
"zero",22735,77,0,206700,246,4,10,"sat","very_little","considering","STAY",5168
"zero",32991,238,44,762131,243,28,1,"very_unsat","little","actively_looking_into_it","STAY",3542
"one",147309,0,46,547320,480,0,2,"unsat","little","never_thought","STAY",1409
"zero",117558,40,6,403254,263,3,6,"very_unsat","very_high","considering","STAY",10811
"one",106312,33,0,437850,877,4,2,"unsat","high","considering","STAY",9756
"one",102092,62,8,538516,416,4,6,"unsat","very_high","considering","LEAVE",608
"zero",89067,0,70,351820,383,0,1,"avg","little","considering","LEAVE",17280
"one",83250,0,19,294486,339,1,5,"unsat","very_high","considering","STAY",10130
"one",68369,66,79,223824,385,5,2,"very_unsat","little","considering","STAY",19029
"zero",104271,57,82,238706,740,4,1,"very_unsat","very_little","perhaps","LEAVE",1097
"zero",107127,207,0,234085,650,18,2,"very_sat","little","actively_looking_into_it","LEAVE",7253
"one",97665,235,10,657650,397,0,5,"very_unsat","very_little","considering","STAY",15238
"zero",48643,193,0,203595,132,17,9,"avg","little","considering","LEAVE",5743
"zero",40964,0,13,260822,189,0,13,"unsat","little","considering","STAY",7278
"one",65908,179,6,242403,387,12,5,"sat","very_high","considering","LEAVE",2234
"zero",49663,221,0,598536,236,12,15,"very_unsat","very_little","considering","LEAVE",9884
"zero",62401,0,13,271645,384,0,5,"very_unsat","little","considering","STAY",362
"zero",77487,0,0,217535,370,0,11,"very_sat","very_high","actively_looking_into_it","STAY",17433
"one",25175,172,19,249030,150,12,5,"avg","very_high","no","LEAVE",6117
"one",66196,49,24,416942,309,1,2,"avg","very_little","considering","LEAVE",8404
"zero",77722,211,0,586579,298,26,13,"unsat","very_high","no","LEAVE",19378
"one",131116,71,15,709321,193,4,5,"unsat","little","actively_looking_into_it","STAY",15186
"one",126547,0,0,163973,413,1,14,"very_sat","very_little","perhaps","LEAVE",17243
"zero",65432,61,0,511487,367,23,10,"very_sat","high","actively_looking_into_it","LEAVE",15157
"zero",40761,0,22,161727,237,0,4,"very_unsat","very_high","never_thought","LEAVE",10891
"zero",40219,54,0,906479,349,3,8,"very_unsat","little","considering","STAY",1221
"one",150917,226,23,215280,619,19,6,"very_unsat","very_little","actively_looking_into_it","LEAVE",230
"one",48582,0,0,364903,182,1,9,"very_sat","little","considering","STAY",15769
"zero",133941,52,20,378236,897,3,6,"very_sat","very_high","considering","LEAVE",18173
"zero",31657,168,0,928770,150,27,12,"unsat","high","considering","LEAVE",2553
"zero",74680,0,22,364290,342,1,5,"very_unsat","high","considering","STAY",4017
"zero",103756,56,12,993503,826,10,5,"very_unsat","avg","no","LEAVE",13085
"one",143448,66,0,834139,663,3,14,"avg","little","never_thought","LEAVE",8349
"zero",139411,0,87,318282,839,0,2,"unsat","little","considering","STAY",12031
"one",28708,0,29,422028,197,1,2,"very_sat","little","no","LEAVE",8754
"one",101010,42,8,714416,659,4,5,"very_sat","very_high","considering","LEAVE",4133
"zero",144306,213,58,176213,899,17,2,"avg","little","no","LEAVE",11150
"zero",21000,51,23,275355,157,0,4,"sat","little","considering","STAY",14677
"one",21350,39,43,333480,229,4,1,"very_unsat","very_high","never_thought","LEAVE",5915
"one",145630,139,0,170209,479,17,9,"very_sat","high","considering","LEAVE",11497
"zero",64584,213,34,400792,362,10,2,"very_unsat","little","considering","LEAVE",1562
"zero",21990,0,0,342743,232,0,13,"very_sat","little","considering","STAY",17084
"zero",108602,0,15,931008,536,0,6,"very_unsat","little","considering","STAY",14963
"zero",34134,179,21,153227,256,19,5,"unsat","little","actively_looking_into_it","LEAVE",12821
"zero",68869,209,12,388041,389,25,6,"unsat","very_little","considering","LEAVE",8852
"zero",107195,0,63,598488,736,1,1,"very_unsat","little","considering","STAY",8309
"one",149681,219,27,606971,722,27,1,"very_unsat","very_high","considering","STAY",18316
"zero",38911,162,0,327912,160,14,14,"very_sat","very_high","actively_looking_into_it","LEAVE",17402
"zero",115824,181,84,173171,733,19,2,"very_sat","very_high","considering","LEAVE",7754
"zero",78231,0,0,251539,373,21,14,"unsat","very_little","no","STAY",14901
"zero",25428,69,86,221405,137,19,1,"unsat","very_high","never_thought","STAY",8628
"zero",22374,207,10,413465,402,13,6,"very_sat","very_high","actively_looking_into_it","LEAVE",1434
"one",35669,46,67,695404,248,0,1,"very_sat","little","no","STAY",3032
"zero",49694,70,49,361258,707,5,2,"very_unsat","little","considering","STAY",2674
"zero",33802,0,32,238740,141,1,2,"very_unsat","very_little","actively_looking_into_it","LEAVE",8712
"zero",86212,197,26,490131,349,21,2,"unsat","high","considering","LEAVE",6284
"zero",112553,61,8,851958,857,4,12,"very_sat","very_little","never_thought","LEAVE",12619
"zero",152122,0,0,373426,748,0,13,"very_unsat","very_little","actively_looking_into_it","LEAVE",4153
"one",40246,0,28,160089,223,0,2,"very_unsat","high","actively_looking_into_it","LEAVE",1854
"zero",47924,59,85,707185,211,3,1,"unsat","very_high","no","STAY",12586
"one",49927,38,22,525311,160,5,5,"very_unsat","little","considering","LEAVE",16602
"one",32410,75,54,172014,161,3,1,"unsat","very_high","considering","STAY",18556
"zero",92390,232,62,370332,355,26,1,"unsat","little","considering","STAY",1526
"zero",101811,79,35,695362,850,3,2,"very_unsat","little","actively_looking_into_it","STAY",988
"one",142283,49,28,681982,832,3,2,"very_unsat","little","considering","STAY",16214
"zero",21108,55,22,452884,227,5,5,"very_sat","little","considering","LEAVE",6527
"zero",97931,190,73,594359,360,0,9,"very_unsat","very_high","actively_looking_into_it","LEAVE",13300
"one",50613,85,11,376651,263,3,5,"very_unsat","very_little","considering","LEAVE",784
"one",146380,39,33,390577,459,5,2,"very_unsat","avg","considering","LEAVE",18267
"zero",146096,190,26,627806,819,13,1,"avg","little","no","LEAVE",14458
"zero",110070,0,5,165128,640,1,5,"very_unsat","very_high","no","STAY",19377
"zero",42517,60,18,186228,213,5,6,"very_unsat","very_little","considering","STAY",17155
"one",87268,64,81,432619,338,4,1,"very_unsat","little","considering","LEAVE",258
"zero",113373,48,85,798780,703,4,2,"unsat","very_high","actively_looking_into_it","STAY",942
"one",23137,0,20,950303,220,0,4,"unsat","very_high","considering","LEAVE",3374
"zero",21207,45,50,471129,200,4,2,"very_sat","very_high","actively_looking_into_it","LEAVE",18751
"one",150428,0,69,923634,894,0,2,"very_sat","high","considering","STAY",7735
"one",119536,50,13,733862,576,3,5,"avg","very_little","no","LEAVE",15368
"zero",89058,0,8,286757,172,0,4,"avg","very_little","actively_looking_into_it","LEAVE",10966
"one",138558,0,63,486559,755,1,1,"avg","little","no","LEAVE",16245
"one",146503,0,11,240876,763,0,5,"very_unsat","little","considering","STAY",2440
"one",130626,52,0,797779,590,3,14,"very_sat","little","actively_looking_into_it","STAY",15677
"one",34282,0,0,279619,134,0,11,"very_unsat","little","no","LEAVE",19080
"one",36912,201,23,660904,153,25,6,"very_unsat","little","actively_looking_into_it","STAY",10562
"zero",48591,215,22,745739,211,14,4,"very_sat","avg","actively_looking_into_it","STAY",1490
"zero",90530,260,87,729771,349,5,1,"very_sat","little","considering","STAY",11998
"zero",101692,47,0,272744,168,5,9,"unsat","very_high","no","STAY",12915
"zero",115545,0,19,847512,843,12,6,"sat","very_high","no","LEAVE",19603
"one",78693,52,48,814268,325,3,1,"very_unsat","very_little","never_thought","STAY",7323
"one",140655,0,0,655281,698,11,9,"very_unsat","little","considering","LEAVE",13911
"zero",67647,67,0,462882,297,5,5,"very_sat","avg","no","STAY",105
"one",127865,71,49,500840,807,5,2,"very_unsat","little","actively_looking_into_it","LEAVE",17252
"zero",63573,60,17,346188,394,3,6,"sat","very_little","actively_looking_into_it","LEAVE",16774
"zero",86613,63,20,620159,272,4,5,"very_unsat","very_little","perhaps","STAY",2995
"zero",48435,0,16,555023,234,0,6,"unsat","little","never_thought","STAY",10362
"zero",45647,66,0,422685,172,3,10,"very_unsat","very_high","considering","STAY",4124
"one",136681,0,7,252904,435,10,6,"very_sat","little","actively_looking_into_it","LEAVE",18295
"zero",68889,76,78,425590,449,5,2,"very_sat","little","considering","LEAVE",544
"zero",125640,0,0,268836,442,1,10,"very_unsat","little","considering","LEAVE",5381
"zero",101010,37,83,909037,625,5,1,"very_sat","very_little","never_thought","STAY",9096
"one",31364,0,5,940008,181,1,6,"very_unsat","very_high","actively_looking_into_it","STAY",16021
"one",113767,84,88,828724,667,3,1,"very_unsat","very_high","actively_looking_into_it","STAY",8915
"one",74527,69,0,202532,355,5,8,"very_sat","little","actively_looking_into_it","STAY",8570
